0024 Tshwane Metro Fouriesrus Pretoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0025 Tshwane Metro Lotus Gardens Pretoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0026 Tshwane Metro Laezonia Pretoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0027 Tshwane Metro Groenkloof Pretoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0028 Tshwane Metro Hatfield Pretoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0029 Tshwane Metro  Philip Nel Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0029 Tshwane Metro Philip Nel Park Pretoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0030 Tshwane Metro Hercules Pretoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0031 Tshwane Metro Gezina Pretoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0032 Tshwane Metro Elandspoort Pretoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0033 Tshwane Metro Wonderboom Poort Pretoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0035 Tshwane Metro Derdepark Pretoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0035 Tshwane Metro Kameeldrif East Derdepark,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0035 Tshwane Metro Knoppieslaagte Derdepark,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0036 Tshwane Metro Zwavelpoort Pretoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0037 Tshwane Metro  Laudium,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0037 Tshwane Metro Claudius Laudium,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0037 Tshwane Metro Laudium Pretoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0039 Tshwane Metro Lynn East Pretoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0040 Tshwane Metro Lynnwood Ridge Menlo Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0040 Tshwane Metro Lynnwoodrif Menlo Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0041 Tshwane Metro Die Wilgers Pretoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0041 Tshwane Metro The Willows Pretoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0041 Tshwane Metro Willow Glen Pretoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0042 Tshwane Metro Garsfontein Menlo Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0042 Tshwane Metro Garsfontein West Menlo Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0042 Tshwane Metro Pretoriuspark Garsfontein,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0043 Tshwane Metro  Faerie Glen,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0043 Tshwane Metro Faerie Glen Pretoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0043 Tshwane Metro Fairview Faerie Glen,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0044 Tshwane Metro  Moreletapark,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0044 Tshwane Metro Moreleta Ridge Moreletapark,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0044 Tshwane Metro Moreletapark Pretoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0044 Tshwane Metro Moreletarif Moreletapark,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0045 Tshwane Metro Pierre Van Ryneveld Pretoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0046 Tshwane Metro  Centurion,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0046 Tshwane Metro Centurion Country Club Centurion,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0047 Tshwane Metro Elarduspark Pretoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0048 Tshwane Metro Erasmuskloof Pretoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0049 Tshwane Metro Newlands Pretoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0050 Tshwane Metro  Wapadrand,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0050 Tshwane Metro Wapadrand Pretoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0051 Tshwane Metro Zwartkop Centurion,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0052 Tshwane Metro Uif Pretoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0052 Tshwane Metro Wvf Pretoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0053 Tshwane Metro Ontvanger Van Inkomste Pretoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0053 Tshwane Metro Receiver of Revenue Pretoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0054 Tshwane Metro Silver Lakes Pretoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0055 Tshwane Metro Suiderberg Pretoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0056 Tshwane Metro Tiegerpoort Pretoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0057 Tshwane Metro Wierdapark South Pretoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0058 Tshwane Metro Quagga Pretoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0059 Tshwane Metro Mooikloof Pretoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0060 Tshwane Metro Garsfontein East Menlo Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0061 Tshwane Metro The Reeds Pretoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0062 Tshwane Metro Irene Pretoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0063 Tshwane Metro Menlyn Pretoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0064 Tshwane Metro Mahube Valley Mahube,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0065 Tshwane Metro Waterkloof Heights Pretoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0065 Tshwane Metro Waterkloofhoogte Pretoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0066 Tshwane Metro Annlin Pretoria North,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0067 Tshwane Metro Highveld Park Highveld,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0068 Tshwane Metro Kameeldrif West Hercules,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0070 Tshwane Metro Kwaggasrand Pretoria West,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0071 Tshwane Metro Pretoria Show Pretoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0072 Tshwane Metro Woodlands Moreletapark,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0073 Tshwane Metro Post Office Stamp of Fortune Competition Pretoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0074 Tshwane Metro Corporate Post Office Pretoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0075 Tshwane Metro Brooklyn Square Pretoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0076 Tshwane Metro Woodhill Kromdraai,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0077 Tshwane Metro Menlyn Central Menlyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0078 Tshwane Metro Pretoria South Pretoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0078 Tshwane Metro Tshwane South Pretoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0079 Tshwane Metro E-Freedom Save Pretoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0080 Tshwane Metro Flexi Freedom Silver Pretoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0081 Tshwane Metro  Wapadrand,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0081 Tshwane Metro  Wapadrand,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0081 Tshwane Metro  Willow Acres,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0081 Tshwane Metro  Willow Acres,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0081 Tshwane Metro  Moreletapark,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0081 Tshwane Metro  Menlo Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0081 Tshwane Metro  Faerie Glen,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0081 Tshwane Metro  Faerie Glen,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0081 Tshwane Metro Alkantrant Pretoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0081 Tshwane Metro Alphen Park Menlo Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0081 Tshwane Metro Ashlea Gardens Menlo Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0081 Tshwane Metro Equestria Pretoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0081 Tshwane Metro Faerie Glen Pretoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0081 Tshwane Metro Faerie Glen Pretoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0081 Tshwane Metro Garsfontein Menlo Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0081 Tshwane Metro Garsfontein East Menlo Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0081 Tshwane Metro Garsfontein West Menlo Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0081 Tshwane Metro Glenwood Menlo Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0081 Tshwane Metro Hazelwood Menlo Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0081 Tshwane Metro Lynnrodene Menlo Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0081 Tshwane Metro Lynnwood Menlo Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0081 Tshwane Metro Lynnwood Glen Menlo Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0081 Tshwane Metro Lynnwood Manor Menlo Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0081 Tshwane Metro Lynnwood Park Menlo Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0081 Tshwane Metro Lynnwood Ridge Menlo Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0081 Tshwane Metro Lynnwoodrif Menlo Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0081 Tshwane Metro Maroelana Pretoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0081 Tshwane Metro Mooikloof Pretoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0081 Tshwane Metro Olympus Menlo Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0081 Tshwane Metro Pretorius Park Pretoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0081 Tshwane Metro Pretoriuspark Garsfontein,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0081 Tshwane Metro Silver Lakes Pretoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0081 Tshwane Metro Wapadrand Pretoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0081 Tshwane Metro Wapadrand Pretoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0081 Tshwane Metro Willow Acres Estate Willow Acres,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0081 Tshwane Metro Willow Glen Pretoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0081 Tshwane Metro Woodhill Kromdraai,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0081 Tshwane Metro Zwavelpoort Pretoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0082 Tshwane Metro Booysens Hercules,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0082 Tshwane Metro Claremont Hercules,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0082 Tshwane Metro Daspoort Pretoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0082 Tshwane Metro Hercules Pretoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0082 Tshwane Metro Hermanstad Hercules,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0082 Tshwane Metro Mountain View Hercules,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0082 Tshwane Metro Nicomar Hercules,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0082 Tshwane Metro Pretoria Gardens Hercules,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0082 Tshwane Metro Pretoria Tuine Hercules,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0082 Tshwane Metro Suiderberg Pretoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0083 Tshwane Metro Arcadia Pretoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0083 Tshwane Metro Bryntirion Hatfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0083 Tshwane Metro Colbyn Hatfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0083 Tshwane Metro Eastwood Pretoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0083 Tshwane Metro Hatfield Pretoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0083 Tshwane Metro Hillcrest Pretoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0083 Tshwane Metro Hillcrest Hatfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0084 Tshwane Metro Capital Park Moot,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0084 Tshwane Metro Deerness Moot,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0084 Tshwane Metro Eloffsdal Moot,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0084 Tshwane Metro Gezina Pretoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0084 Tshwane Metro Les Marais Pretoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0084 Tshwane Metro Mayville Pretoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0084 Tshwane Metro Moot Pretoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0084 Tshwane Metro Parktown Pretoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0084 Tshwane Metro Parktown Estate Moot,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0084 Tshwane Metro Parktown Estates Moot,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0084 Tshwane Metro Pierneefrant Moot,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0084 Tshwane Metro Rietfontein Pretoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0084 Tshwane Metro Rietondale Moot,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0084 Tshwane Metro Riviera Pretoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0084 Tshwane Metro Roseville Pretoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0084 Tshwane Metro Wonderboom South Moot,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0086 Tshwane Metro Cipro Pretoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0087 Tshwane Metro Innovation Hub Pretoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0089 Tshwane Metro Atteridgeville East Atteridgeville,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0090 Tshwane Metro  Mahube,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0095 Tshwane Metro  Willow Acres,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0095 Tshwane Metro Willow Acres Estate Willow Acres,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0096 Tshwane Metro Blue Valley Golf and Residential Estate Blue Valley,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0097 Tshwane Metro Moreleta Village Pretoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0101 Tshwane Metro Mamelodi Pretoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0102 Tshwane Metro  Menlo Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0103 Tshwane Metro Meyerspark Pretoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0105 Tshwane Metro Monumentpark Pretoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0106 Tshwane Metro Field Post Office 3 Pretoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0109 Tshwane Metro Raslouw Wierdapark,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0110 Tshwane Metro Onderstepoort Pretoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0112 Tshwane Metro Mandela Village Pretoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0112 Tshwane Metro Rethabile Mamelodi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0116 Tshwane Metro Pretoria North Pretoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0116 Tshwane Metro Tshwane North Pretoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0117 Tshwane Metro Pretoria West Pretoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0118 Tshwane Metro  Karenpark,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0118 Tshwane Metro Amandasig Karenpark,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0118 Tshwane Metro Clarina Karenpark,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0118 Tshwane Metro Karenpark Pretoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0120 Tshwane Metro Bultfontein Pyramid,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0120 Tshwane Metro Grootvlei Pyramid,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0120 Tshwane Metro Murray Heuwel Pyramid,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0120 Tshwane Metro Murray Hill Pyramid,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0120 Tshwane Metro Pyramid Pretoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0120 Tshwane Metro Rooiwal Pyramid,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0120 Tshwane Metro Vasfontein Pyramid,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0121 Tshwane Metro Queenswood Pretoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0122 Tshwane Metro  Mamelodi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0122 Tshwane Metro  Mamelodi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0122 Tshwane Metro Ikageng Mamelodi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0122 Tshwane Metro Khutsong Mamelodi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0122 Tshwane Metro Mahube Valley Mamelodi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0122 Tshwane Metro Mahube Valley Mahube,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0122 Tshwane Metro Mahube Valley Mahube,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0122 Tshwane Metro Mahube Valley Mamelodi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0122 Tshwane Metro Mahubevallei Mamelodi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0122 Tshwane Metro Mamelodi Pretoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0122 Tshwane Metro Mamelodi Pretoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0122 Tshwane Metro Mamelodi East Mamelodi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0122 Tshwane Metro Mamelodi East Mamelodi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0122 Tshwane Metro Mamelodi Gardens Mamelodi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0122 Tshwane Metro Mamelodi Tuine Mamelodi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0122 Tshwane Metro Mamelodi West Mamelodi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0122 Tshwane Metro Nellmapius Pretoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0122 Tshwane Metro Rethabile Mamelodi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0122 Tshwane Metro Rethabile Mamelodi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0122 Tshwane Metro Stanza Village Mamelodi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0122 Tshwane Metro Sun Valley Mamelodi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0122 Tshwane Metro Vista View Mamelodi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0125 Tshwane Metro  Saulsville,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0125 Tshwane Metro Saulsville Pretoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0126 Tshwane Metro Die Tremloods Pretoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,
